id,Word,Part of Speech,Level,Topic_raw
500000635,biotechnology,020000003,021000004,People; Work and business
500000636,bird,020000003,021000001,Animals
500000637,birdcage,020000003,021000004,Homes and buildings
500000638,birth,020000003,021000001,People
500000639,birthday,020000003,021000001,Politics and society
500000640,birthplace,020000003,021000004,Homes and buildings
500000641,biscuit,020000003,021000001,Food and drink
500000642,bishop,020000003,021000003,Leisure; Politics and society
500000643,bit,020000003,021000002,Science and technology
500000644,bite,020000003,021000002,Health
500000645,bite,020000004,021000003,Health
500000646,bitter,020000001,021000003,Food and drink; People
500000647,bitterly,020000002,021000004,Notions
500000648,bizarre,020000001,021000004,Notions
500000649,black,020000001,021000001,Appearance; Politics and society
500000650,black,020000003,021000001,Appearance; Politics and society
500000651,blackboard,020000003,021000002,People
500000652,blade,020000003,021000004,Science and technology; The natural world; Travel
500000653,blame,020000003,021000003,Communication
500000654,blame,020000004,021000002,Communication
500000655,blank,020000001,021000001,Notions
500000656,blanket,020000003,021000002,The natural world
500000657,blast,020000003,021000004,Politics and society
500000658,blast,020000004,021000004,Politics and society
500000659,blaze,020000003,021000004,Culture
500000660,blaze,020000004,021000004,Culture
500000661,bleed,020000004,021000003,Health
500000662,blend,020000003,021000004,Food and drink
500000663,blend,020000004,021000003,Food and drink
500000664,bless,020000004,021000003,Politics and society
500000665,blessing,020000003,021000003,Politics and society
500000666,blind,020000001,021000003,Health; Travel
500000667,blindly,020000002,021000004,Functions
500000668,blindness,020000003,021000004,Health
500000669,blink,020000004,021000004,Notions
500000670,block,020000003,021000001,Homes and buildings; Science and technology; Travel
500000671,block,020000004,021000003,Travel
500000672,blog,020000003,021000003,Communication
500000673,blogger,020000003,021000003,Communication; Culture
500000674,blonde,020000001,021000002,Appearance
500000675,blood,020000003,021000002,Appearance; People
500000676,bloodstream,020000003,021000004,Appearance
500000677,bloody,020000001,021000004,Communication
500000678,bloody,020000002,021000004,Communication
500000679,bloom,020000003,021000002,Health; The natural world
500000680,blooming,020000001,021000004,Communication
500000681,blossom,020000003,021000004,The natural world
500000682,blow,020000003,021000002,Science and technology; The natural world
500000683,blow,020000004,021000001,Science and technology; The natural world
500000684,blue,020000001,021000001,Appearance; People
500000685,blue,020000003,021000001,Appearance
500000686,blur,020000004,021000004,Appearance
500000687,blurt,020000003,021000004,Communication
500000688,blush,020000003,021000003,Appearance
500000689,blush,020000004,021000004,Appearance; People
500000690,board,020000003,021000001,Homes and buildings; Leisure; People; Travel
500000691,board,020000004,021000003,Travel
500000692,board game,020000003,021000002,Leisure
500000693,boast,020000004,021000003,Notions; People
500000694,boat,020000003,021000001,Sport; Travel
500000695,body,020000003,021000001,Appearance; Politics and society; Travel
500000696,boil,020000004,021000002,Food and drink; People
500000697,boiled,020000001,021000002,Notions
500000698,boiling,020000001,021000004,The natural world
500000699,bold,020000001,021000003,People
500000700,bold,020000003,021000004,People
500000701,boldly,020000002,021000003,Communication
500000702,bolt,020000003,021000004,Science and technology; The natural world
500000703,bolt,020000004,021000004,Science and technology
500000704,bomb,020000003,021000003,Notions; Politics and society; Sport
500000705,bomb,020000004,021000003,Notions; Politics and society
500000706,bombard,020000003,021000004,People
500000707,bomber,020000003,021000004,Politics and society; Travel
500000708,bombing,020000003,021000004,Politics and society
500000709,bond,020000003,021000003,Homes and buildings; People; Politics and society; Science and technology
500000710,bone,020000003,021000001,Appearance
500000711,bonus,020000003,021000002,Work and business
500000712,bony,020000001,021000004,Appearance
500000713,book,020000003,021000001,Culture; Leisure; People
500000714,book,020000004,021000003,Food and drink; Sport; Travel
500000715,bookcase,020000003,021000002,Homes and buildings
500000716,booking,020000003,021000003,Culture; Sport; Travel
500000717,bookish,020000001,021000004,Notions
500000718,booklet,020000003,021000004,Communication
500000719,bookmark,020000003,021000004,Communication
500000720,bookmark,020000004,021000004,Communication
500000721,bookshelf,020000003,021000002,Homes and buildings
500000722,bookshop,020000003,021000002,Leisure
500000723,bookstore,020000003,021000001,Travel
500000724,boom,020000003,021000003,Notions; Travel
500000725,boost,020000003,021000004,Notions
500000726,boost,020000004,021000004,Notions
500000727,boot,020000003,021000003,Appearance
500000728,booth,020000003,021000004,Food and drink; Homes and buildings
500000729,border,020000003,021000003,Homes and buildings; Politics and society
500000730,bore,020000004,021000003,People
500000731,bored,020000001,021000002,People
500000732,boredom,020000003,021000003,People
500000733,boring,020000001,021000001,Notions
500000734,borrow,020000004,021000001,Homes and buildings
500000735,boss,020000003,021000002,Politics and society
500000736,bossy,020000001,021000004,Politics and society
500000737,botany,020000003,021000004,Science and technology
500000738,both,020000002,021000001,Communication
500000739,bother,020000003,021000003,Notions
500000740,bother,020000004,021000002,Notions
500000741,bothered,020000001,021000004,Notions
500000742,bothersome,020000001,021000004,Notions
500000743,bottle,020000003,021000001,Food and drink; People
500000744,bottle,020000004,021000004,Food and drink; People
500000745,bottom,020000003,021000001,Appearance; The natural world; Travel
500000746,bounce,020000003,021000004,Appearance
500000747,bounce,020000004,021000003,Communication; People
500000748,bound,020000001,021000003,Functions
500000749,bourbon,020000003,021000004,Food and drink
500000750,bow,020000003,021000003,Appearance; Culture; Politics and society; Sport; Time and space; Travel
500000751,bow,020000004,021000004,Appearance; Culture; Politics and society; Sport; Time and space; Travel
500000752,bowl,020000003,021000001,Food and drink; Leisure; Sport
500000753,bowl,020000004,021000003,Food and drink; Leisure; Sport
500000754,box,020000003,021000001,Culture; Sport
500000755,boxer,020000003,021000004,Animals; Sport
500000756,boxing,020000003,021000003,Sport
500000757,boy,020000003,021000001,People
500000758,boyfriend,020000003,021000001,People
500000759,bra,020000003,021000002,Appearance
500000760,bracelet,020000003,021000003,Appearance
500000761,bracket,020000003,021000004,Communication; Science and technology
500000762,brag,020000003,021000004,Communication
500000763,brain,020000003,021000001,Appearance
500000764,brainstorm,020000003,021000002,Time and space
500000765,brainstorming,020000003,021000003,Politics and society
500000766,brake,020000003,021000002,Travel
500000767,brake,020000004,021000004,Travel
500000768,branch,020000003,021000002,People; The natural world; Travel
500000769,branch,020000004,021000003,The natural world
500000770,brand,020000003,021000002,The natural world
500000771,brand-new,020000001,021000003,Notions
500000772,brass,020000003,021000003,Culture
500000773,brave,020000001,021000002,People
500000774,bravely,020000002,021000003,Notions
500000775,bravery,020000003,021000004,Notions
500000776,bread,020000003,021000001,Food and drink
500000777,break,020000003,021000002,Culture; Health; Notions; Sport; Travel
500000778,break,020000004,021000001,Health; People; Politics and society; Science and technology; The natural world
500000779,breakable,020000001,021000004,Notions
500000780,breakdown,020000003,021000004,Health; Notions; Science and technology; Travel
500000781,breakfast,020000003,021000001,Food and drink
500000782,breakthrough,020000003,021000003,Notions
500000783,breakup,020000003,021000004,Notions
500000784,breast,020000003,021000003,Animals; Appearance; Food and drink
500000785,breath,020000003,021000003,Appearance
500000786,breathe,020000004,021000001,Appearance
500000787,breathless,020000001,021000003,Health
500000788,breathtaking,020000001,021000004,People
500000789,breed,020000003,021000004,Animals
500000790,breed,020000004,021000003,Animals; The natural world
500000791,breeding,020000003,021000003,People
500000792,breeze,020000003,021000002,The natural world
500000793,breezy,020000001,021000004,The natural world
500000794,brewery,020000003,021000004,Food and drink
500000795,brick,020000003,021000003,Homes and buildings; Science and technology
500000796,bride,020000003,021000002,People
500000797,bridge,020000003,021000001,Appearance; Homes and buildings; Leisure; The natural world; Travel
500000798,brief,020000001,021000003,Appearance
500000799,briefly,020000002,021000003,Appearance
500000800,bright,020000001,021000001,Appearance; Notions; People
500000801,brightly,020000002,021000003,Notions
500000802,brilliant,020000001,021000002,Notions; People
500000803,brilliantly,020000002,021000004,Notions
500000804,bring,020000004,021000001,Notions
500000805,broad,020000001,021000003,Communication
